19:21:31
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.25%               42.22MiB / 6.773GiB   0.61%               20.4MB / 17.8MB     0B / 0B             24
19:26:29
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               467.9MiB / 2GiB       22.85%              53.9kB / 32.1kB     0B / 0B             29
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               469.9MiB / 2GiB       22.95%              56.2kB / 33.2kB     0B / 0B             30
a2a48cf88c76        peer0.org1.example.com                                                                                 2.56%               340.7MiB / 6.773GiB   4.91%               38.2MB / 2.15MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.52%               309.1MiB / 6.773GiB   4.46%               38.1MB / 1.06MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.14%               17.05MiB / 6.773GiB   0.25%               170kB / 405kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.80%               56.16MiB / 6.773GiB   0.81%               172kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.61%               55.99MiB / 6.773GiB   0.81%               172kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  57.17%              518MiB / 6.773GiB     7.47%               710MB / 112MB       0B / 0B             17
001ea55ed420        db                                                                                                     54.43%              25.3MiB / 6.773GiB    0.36%               107MB / 81.7MB      0B / 0B             9
